artist,song,album,label,year,isrc,position,spin_id,playlist_id,show,date,playlist_url
Portage,"10,000 Miles Away",Creatures,Portage,2016,USDY41620491,15,417622134,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Mae Simpson,Why,Chandelier & Bloom,DISTROKID,2023,QZNWR2370830,16,417622316,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Willie Wisely,She Said Yeah,Turbosherbet (Remastered Bonus Track Version),Ella Records,1997,USAYD1400196,17,417622642,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Àlamode,Chimes,Swell,Àlamode,2018,USL4Q1776989,18,417622886,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Gully Boys,Love Me 2,Love Me 2,Smartpunk Records,2025,QZNWP2551433,19,417623140,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Boss Mama & the Jebberhooch,Charlotte's Cafe,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,USDY42457836,20,417623612,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Mason Jennings,East of Eden,Century Spring,Bar/None Records,2013,US37V0212709,21,417623970,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Ashley DuBose,Intoxicated,Be You,Ashley DuBose,2015,TCACE1517235,22,417624353,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
The Gated Community,What I Hate,Goodbye Work,The Gated Community,2025,USHM22568410,23,417624621,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
The Wonsers,Amy's Theme,"1,000 Things",Get A Wick Records,2006,US4ED9910507,24,417624877,20881270,WDSE 1033 The North,"Jul 2, 2025",https://spinitron.com/WDSE/pl/20881270/
Mary Bue,After the Disaster,The Wildness of Living & Dying,Mary Bue,2025,USCGH2547447,1,418249758,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Soul Asylum,Standing Water,The Silver Lining,Legacy/CBS/Sony,2012,USSM10600882,2,418249987,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Davina and The Vagabonds,Another Lonely Day,Sugar Drops,Red House Records,2019,USRHR1931306,3,418250398,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
One Less Guest,Azul,Viewfinder,Telesuse Song,2023,QZK6N2334133,4,418250628,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Bathtub Cig,My Friend,bed,bathtub cig,2021,QZES72183192,5,418251093,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Humbird,Quickest Way,Right On,Nettwerk Music Group,2024,CAN112400319,6,418251303,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
The Cactus Blossoms,Mississippi,You’re Dreaming,Red House Records,2016,USRHR1629305,7,418252765,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Bob Dylan,"Don't Think Twice, It's All Right",The Freewheelin' Bob Dylan,Chop Shop Music/Republic Records,2019,USSM19922903,8,418253017,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Boxcar,Dancing Man,Cheap Hotel,Boxcar,2020,USDY42065334,9,418253249,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Your Smith,Debbie,Bad Habit,Neon Gold Records,2018,QM24S1826555,10,418253649,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Superior Siren,Rattlesnake,Rattlesnake,Superior Siren,2024,USDWH2450001,11,418253826,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Brother Ali,The Counts,Satisfied Soul EP,Mello Music Group,2025,USA2B2404860,12,418254125,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Breakneck The Mage,Buried Under It,Buried Under It,Sonic Swings Records,2023,TCAGR2230585,13,418254535,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
The Hold Steady,Constructive Summer,Stay Positive,Vagrant Records,2017,USVR90850103,14,418254826,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Motion City Soundtrack,She Is Afraid,She Is Afraid,Epitaph,2025,USEP42518002,15,418255204,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Willowgreen,Greenstone,Inland Sea,Willowgreen,1999,uscgj2019356,16,418255588,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Billy McLaughlin,Coffee Break,Fingerdance,"Narada Productions, Inc.",2001,USNA19610105,17,418256089,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Shannon Curfman,No Riders,"Loud Guitars, Big Suspicions",SME,1999,USAR19900337,18,418256450,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Hobo Nephews of Uncle Frank,When We Were Smokin',Number One Contender,Consider It Correspondence,2013,USCGH1358916,19,418256674,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Jeff Ray,No More Good Water,No More Good Water,Peace Stream,2025,USDY42574100,20,418256869,20913504,WDSE 1033 The North,"Jul 9, 2025",https://spinitron.com/WDSE/pl/20913504/
Gavin St. Clair,Impasse,Rollin It Back,Gavin St. Clair,2023,TCAGS2218877,1,418884383,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Low,Dancing and Fire,Double Negative,Sub Pop Records,2018,USSUB1825008,2,418885204,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Marah in the Mainsail,Leviathan,Bone Crown,Last Triumph,2017,TCADG1793832,3,418885475,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Kiss the Tiger,You Are The One,Vicious Kid,Kiss the Tiger,2021,USLZJ2118211,4,418885898,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Colleen Myhre,The King,Boss Mama,Colleen Myhre,2019,USHM81947178,5,418886105,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Charlie Parr,On Stealing A Sailboat,Charlie Parr,Red House Records,2019,USRHR1931203,6,418886365,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Teague Alexy,The Only Man in Love,The Only Man in Love,Effervescent#9,2024,USHM92495816,7,418886719,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Chastity Brown,For No One,Minnesota Beatle Project Vol. 4,Vega Productions,2012,USW2Z1200620,8,418887764,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Trampled by Turtles,For Emma,For Emma,Banjodad Records,2025,TCAJB2492792,9,418887988,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Cory Chisel and the Wandering Sons,Laura,Old Believers,"Readymade, Inc",2012,USQ8K1200006,10,418888286,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
The Honeydogs,Attic Brain,Attic Brain,Jullian Records,2025,QMDJH2451521,11,418888632,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Ingeborg von Agassiz,"Oh, the Hillside",O Giver of Dreams,Ingeborg von Agassiz,2018,TCADN1818577,12,418889231,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Ross Thorn,Lions' Den,Hugo,Ross Thorn / Casa De Copas,2023,USLZJ2366315,13,418889462,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Robin Hood Was Right,Water's Coming Up,Robin Hood Was Right,Robin Hood Was Right,2023,USX9P2307147,14,418889647,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Saltydog,Who Put the Hat on the Hound,Pepper,DISTROKID,2024,QZBLV1800056,15,418890090,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Dead Man Winter,On My Way Back Home,Always Now,Dancing Eagle,2024,QMBZ92424120,16,418890385,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Haley Bonar,Kill the Fun,Last War,Graveface Records & Curiosities,2015,QMDA61497877,17,418891002,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
POLIÇA,So Leave,Shulamith,Mom+Pop,2013,USQE91300018,18,418891202,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Kaylee Matuszak,Gift Shops,Leading Lady,Kaylee Matuszak,2024,USHM82410059,19,418891414,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
WILD HORSES,Sioux Falls,Sioux Falls,DISTROKID,2025,QZPLS2517524,20,418891648,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Sara Thomsen,Renaissance Woman,Somewhere to Begin,Sara Thomsen,2014,USCGH1468707,21,418892152,20945924,WDSE 1033 The North,"Jul 16, 2025",https://spinitron.com/WDSE/pl/20945924/
Prince Paul and the Conscious Party,In The Beginning,One Drop in the Water,MTGFC Productions,2024,QZFYY2420105,1,419520878,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
José James,Come To My Door - Acoustic Version,No Beginning No End,Universal Music LLC,2015,USBN21200786,2,419521084,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
John Gorka,Raven in the Storm,Land Of The Bottom Line,SME,2016,USWH19001066,3,419521469,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Cloud Cult,Three Storms Until You Learn to Float,The Seeker,DISTROKID,2016,USEF71500011,4,419521667,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
The Robins,Standing in spite the rain,All roads lead to home,Robins Studio,2014,QZNWZ2596820,5,419522007,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Bad Bad Hats,365,Lightning Round,Afternoon Records,2018,USDQR1808810,6,419522674,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Dan Wilson,Sugar,Free Life,ABKCO (US),2009,USSM10702870,7,419522923,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Alan Sparhawk,Don't Take Your Light,Alan Sparhawk with Trampled by Turtles,Sub Pop Records,2025,USSUB2468008,8,419523412,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Maygen & The Birdwatcher,Antidote,Antidote,AntiFragile Music,2021,QZ8GX1701245,9,419523738,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Gild,May Rain,Satellite Images,Spinout Records,2001,USHM20774265,10,419524109,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
David Huckfelt,"As Below, so Above",Stranger Angels,David Huckfelt / Tone Tree Music,2019,TCAEB1945209,11,419524841,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Dana Thompson,To Hell,Ox,Dana Thompson,2004,USHM90758396,12,419525115,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Hippo Campus,Monsoon,Landmark,Grand Jury (RED),2017,QM5BK1600118,13,419525387,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Sister Species,Magnolia Buds,Light Exchanges,Aura Vortex,2020,QZDA62008444,14,419525609,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Breanne Marie & the Front Porch Sinners,Dashboard Dandelion,Dashboard Dandelion,Breanne Marie & the Front Porch Sinners,2025,USDY42581091,15,419525787,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Motion City Soundtrack,She Is Afraid,She Is Afraid,Epitaph,2025,USEP42518002,16,419526154,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Rick McLean,Xmas in July,Zoom Out & Breathe,904860 Records DK,2025,QZPLS2526765,17,419526377,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Tree Thomas,Your World,Saturday Night,OXG / Rapbay / Urbanlife Distribution,2017,USBAE1321205,18,419526832,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Marc Gartband,Get so Low,Over the Moon,Marc Gartband,2025,USDY42576999,19,419526858,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Four Tops,Ask The Lonely,Four Tops,Motown,2000,USMO10119989,20,419527263,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Chuck Bernard & The Satellite Band,Wasted,Instrumentals Soul Style - Kinda Groovy,History Of Soul,2016,GBHLW1601291,21,419527275,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Mara Lovejoy,Our Love,Liminal,6915590 Records DK,2024,QZK6N2405514,22,419527285,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Bully,Milkman,Feels Like,Columbia,2015,USSM11500311,23,419527574,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Marcy Playground,It's Saturday,Shapeshifter,Capitol Records,1999,USCA29900702,24,419527744,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Boss Mama & the Jebberhooch,Fall In To Winter,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,USDY42457841,25,419528029,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
Mike Schpitz,O Penny Ons,Have You Seen My Stapler?,Fantastic Sound,2012,QZAPG1872358,26,419528642,20978687,WDSE 1033 The North,"Jul 23, 2025",https://spinitron.com/WDSE/pl/20978687/
The Cactus Blossoms,Be What I Wanna,Every Time I Think About You,Walkie Talkie Records,2024,USA2B2402582,1,420189620,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Feeding Leroy,Another Night On the Mountain,Love Is a Gamble,Feeding Leroy,2015,USCGH1679022,2,420190184,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Lanue,July,Lanue,Lanue,2021,TCAFI2155554,3,420190538,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Turn Turn Turn,New Rays from an Old Sun,New Rays From An Old Sun,Simon Recordings,2023,USYK32300008,4,420190846,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
The Lowest Pair,Jinx,Horse Camp,Delicata Records,2022,QMDJH2250436,5,420191688,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Amy Abts,Weird,Weird,Another Three Chord Production,2024,QZS662414258,6,420191872,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Martin Denny,Quiet Village,Exotica/Exotica Volume 2,Mpm,2020,FR0W62090038,7,420192169,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Cafe Accordion Orchestra,Bohemienne,Dancing On the Moon,Cafe Accordion Orchestra,1996,USHM20719419,8,420192177,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
The New Standards,I'm in Love With a Girl,Decade,Princess Records,2015,TCACK1542592,9,420192534,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Sam Miltich & the Clearwater Hot Club,Ain't Misbehavin',"Just You, Just Me",Clearwater Hot Club Productions,2008,USHM80893600,10,420192661,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
The Gated Community,Losing My Wages,Goodbye Work,The Gated Community,2025,USHM22568417,11,420193020,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
theyself,in.end.out,in.end.out,theyself,2023,GX89G2334559,12,420193243,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Al Church,Next to You,Next Summer,Al Church,2015,TCACE1502680,13,420193612,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Sadkin,Daytimer,Carrera,WorldSound,2023,QZ3KJ2300044,14,420193857,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Keep for Cheap,Talking Mushrooms,Big Grass,Keep for Cheap,2024,SEYOK2421374,15,420194135,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Caroline Smith,The One Thing,Half About Being a Woman,United Interests,2013,USA6B1311505,16,420194438,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Early Eyes,Clarity,Clarity,Epitaph,2020,USEP42003006,17,420194632,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
The Honeydogs,Kill Switch,Algebra for Broken Hearts,Jullian Records,2025,QMDJH2451523,18,420195103,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
The Tisdales,Brass Knuckles,Bakers Dozen,SMA Records,2008,USHM90895035,19,420195333,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Adam Moe,That's Why They Call It Crazy,Leaving Can't Be Wrong,Adam Moe,2025,USDY42561962,20,420195848,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Gary Louris,Perfect Day,Dark Country,SHAM,2025,QMFME2486397,21,420196335,21011388,WDSE 1033 The North,"Jul 30, 2025",https://spinitron.com/WDSE/pl/21011388/
Ann Kathryn,Unsaid,Entr'acte,Ann Kathryn,2019,QM9A91804043,1,420856426,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Gaelynn Lea,Act One,Music from Macbeth,Gaelynn Lea Music,2025,QZ5342500004,2,420857093,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Ross Thorn,"Baby, That's All I Need","Baby, That's All I Need",Ross Thorn / Casa De Copas,2025,QZWDD2557068,3,420858275,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Davina and The Vagabonds,A Sunday Kind Of Love,Shoot For The Moon,Roustabout Records,2024,QM6MZ2436932,4,420858488,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Toby Thomas Churchill,Still Come Find You,Death,Toby Thomas Churchill,2011,USX9P1166947,5,420858680,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Hippo Campus,Tooth Fairy,Tooth Fairy,Psychic Hotline,2024,QZPKV2405109,6,420859135,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Red Mountain,Beautiful Love,Scowl Lightly,Chaperone Records,2013,QMKRM1400001,7,420859369,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Mary Bue,Draw Blood,The Wildness of Living & Dying,Mary Bue,2025,USCGH2547448,8,420859639,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Remo Drive,Art School,Greatest Hits,Epitaph,2018,QMEZE1708939,9,420859888,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
MF Doom,Get-U-Now,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",Nature Sounds,2006,USHKR0912080,10,420860157,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
HALEY,Syrup,Pleasureland,Memphis Industries,2018,GBCSG1800092,11,420860625,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Mae Simpson,Tryna Be Right,Chandelier & Bloom,DISTROKID,2023,QZNWR2370831,12,420860797,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
The Hoot Owls,Racing Made a Fool Out of Me,Alien Scrapyard,The Hoot Owls,2010,USHM81010260,13,420861066,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
Actual Wolf,Trouble & Heart,Itasca,Chaperone Records,2015,TCACF1573788,14,420861293,21044117,WDSE 1033 The North,"Aug 6, 2025",https://spinitron.com/WDSE/pl/21044117/
